India	ShaperCult	kajal@shapercult.com	Direct Employers	To Contact			Senior Visual Designer role in Gurugram, Haryana.	Needs Manual Check		https://shapercult.com	High	Run company careers/LinkedIn check	2026-06-06
India	The Art Curry	hellu@theartcurry.in	Direct Employers	To Contact			Delhi NCR only; social media intern, design intern, photographer/videographer.	Needs Manual Check		https://theartcurry.in	High	Run company careers/LinkedIn check	2026-06-06
India / Remote	OneGraphite	krunal@onegraphite.in	Direct Employers	To Contact			Remote UX/Product Designer role.	Needs Manual Check		https://onegraphite.in	High	Run company careers/LinkedIn check	2026-06-06
India / Remote	Remote design application form		Direct Employers	To Contact			NCR preferable; remote option available for strong candidates.	Needs Manual Check		https://https://docs.google.com/forms/d/e/TFAIpQLSeBy7r7b48Yrqz4Ap6-2g_07BuhljPhcj-5_3CIsRAkYrQtiA/viewform	High	Run company careers/LinkedIn check	2026-06-06
Netherlands	Adams Multilingual		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Airswift		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Blue Lynx		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Hays		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Michael Page		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Octagon Professionals		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Randstad		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Ravecruitment		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Netherlands	Undutchables		Agencies	To Contact			Amsterdam sponsor-list lead; no contact captured.	Needs Manual Check			High	Run agency website/LinkedIn check	2026-06-06
Remote / Global	Holy Studio	hi@holystudio.co	Direct Employers	To Contact			Remote-friendly mid-level designer role.	Needs Manual Check		https://holystudio.co	High	Run company careers/LinkedIn check	2026-06-06
Remote / Global	Style Elevated	hello@style-elevated.com	Direct Employers	To Contact			Remote role; similar time zone to EST preferred.	Needs Manual Check		https://style-elevated.com	High	Run company careers/LinkedIn check	2026-06-06
Remote / Global	UI/UX Designer (Remote - Global)	muhammedmujitaba@zohomail.com	Direct Employers	To Contact			Product design / technology / SaaS; global remote role.	Needs Manual Check			High	Run company careers/LinkedIn check	2026-06-06
Remote / unclear country	Walks of Dubai	hr@walksofdubai.com	Direct Employers	To Contact			Remote post; Dubai-branded domain, but no country is explicit in OCR.	Needs Manual Check		https://walksofdubai.com	Medium	Run company careers/LinkedIn check	2026-06-06
United Kingdom	ARK Schools		Direct Employers	To Contact			Croydon; Teaching Assistant / early education support roles.	Needs Manual Check			High	Run company careers/LinkedIn check	2026-06-06
United Kingdom	Capgemini		Direct Employers	To Contact			Manchester, Glasgow, Birmingham, Bristol; Software Engineer | Data Analyst | Consulting | Digital Transformation.	Needs Manual Check			High	Run company careers/LinkedIn check	2026-06-06
United Kingdom	Lloyds Banking Group		Direct Employers	To Contact			Leeds, Manchester, Bristol, Edinburgh; Tech & Data | Software Engineering | Finance | Risk & Analytics.	Needs Manual Check			High	Run company careers/LinkedIn check	2026-06-06
United Kingdom	Medivet		Direct Employers	To Contact			Birmingham, Manchester, Leeds, Nottingham, Bristol, Cambridge; Veterinary Surgeon / clinical roles.	Needs Manual Check			High	Run company careers/LinkedIn check	2026-06-06
United Kingdom	MSQUIRE IT Services Ltd		Direct Employers	To Contact			Reading; Business Analyst | Data Analyst | Tech Consulting.	Needs Manual Check			High	Run company careers/LinkedIn check	2026-06-06
